District Number,DistrictName,School Number,Name,"Level (E=Elementary, M=Middle, H=High)",Region,Rural Designation (2019),"Year on Accountability Clock (as of July 1, 2019)",Total_Percent_Points,Final_Rating _2019,"Year on Accountability Clock (as of December 11, 2019)",Notes (2010-2019)
3145,Ault-Highland RE-9,3958,Highland Elementary School,E,NORTH CENTRAL REGION,Small Rural,,67.9,Performance Plan: Low Participation,,"2012, 2018 Approved request to reconsider"
3145,Ault-Highland RE-9,3962,Highland High School,H,NORTH CENTRAL REGION,Small Rural,,60.3,Performance Plan: Meets 95% Participation,,
3145,Ault-Highland RE-9,3961,Highland Middle School,M,NORTH CENTRAL REGION,Small Rural,,43.8,Improvement Plan: Low Participation,,2018 Approved request to reconsider
1530,Bayfield 10 Jt-R,640,Bayfield High School,H,SOUTHWEST REGION,Rural,,76.9,Performance Plan: Meets 95% Participation,,
1530,Bayfield 10 Jt-R,632,Bayfield Intermediate School,E,SOUTHWEST REGION,Rural,,56.3,Performance Plan: Meets 95% Participation,,2014 Denied request to reconsider
1530,Bayfield 10 Jt-R,636,Bayfield Middle School,M,SOUTHWEST REGION,Rural,,59.3,Performance Plan: Meets 95% Participation,,
1530,Bayfield 10 Jt-R,642,Bayfield Primary School,E,SOUTHWEST REGION,Rural,,,Performance Plan,,"2018 New school, deferred to district rating; 2019 Insufficient state evidence, deferred to district rating"
50,Bennett 29J,770,Bennett Elementary School,E,NORTHEAST REGION,Rural,,54.9,Performance Plan: Meets 95% Participation,,
50,Bennett 29J,775,Bennett High School,H,NORTHEAST REGION,Rural,,60.2,Performance Plan: Meets 95% Participation,,"2016, 2017 Approved request to reconsider"
50,Bennett 29J,562,Bennett Intermediate School,E,NORTHEAST REGION,Rural,,,Performance Plan,,"2019 New school, deferred to district rating"
50,Bennett 29J,774,Bennett Middle School,M,NORTHEAST REGION,Rural,,65.2,Performance Plan: Meets 95% Participation,,
1490,Bethune R-5,842,Bethune Public Schools,EMH,NORTHEAST REGION,Small Rural,,52,Improvement Plan: Low Participation,,2014 Approved request to reconsider
940,Big Sandy 100J,7914,Simla Elementary School,E,PIKES PEAK REGION,Small Rural,,81.2,Performance Plan: Meets 95% Participation,,
940,Big Sandy 100J,7922,Simla High School,H,PIKES PEAK REGION,Small Rural,,66.6,Performance Plan: Meets 95% Participation,,
940,Big Sandy 100J,7918,Simla Junior High School,M,PIKES PEAK REGION,Small Rural,,84.2,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,7592,Alicia Sanchez International School,E,METRO REGION,Not Rural,Year 1,37.3,Priority Improvement Plan: Meets 95% Participation,Year 2 of Priority Improvement or Turnaround,
480,Boulder Valley Re 2,4878,Angevine Middle School,M,METRO REGION,Not Rural,,62.2,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,125,Arapahoe Ridge High School,H,METRO REGION,Not Rural,,50.05,AEC: Improvement Plan,,"2012, 2013, 2014 Deferred to district AEC rating"
480,Boulder Valley Re 2,441,Aspen Creek K-8 School,EM,METRO REGION,Not Rural,,63.2,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,652,Bear Creek Elementary School,E,METRO REGION,Not Rural,,99,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,872,Birch Elementary School,E,METRO REGION,Not Rural,,79.5,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,919,Boulder Community School/Integrated Studies,E,METRO REGION,Not Rural,,97,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,924,Boulder High School,H,METRO REGION,Not Rural,,78.8,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,934,Boulder Prep Charter High School,H,METRO REGION,Not Rural,,61.26,AEC: Performance Plan,,"2012, 2013, 2014 Deferred to district AEC rating"
480,Boulder Valley Re 2,930,Boulder Universal,EMH,METRO REGION,Not Rural,,69.1,Improvement Plan: Decreased due to Participation,,"2010 New school, deferred to district rating; 2014, 2016 Denied request to reconsider"
480,Boulder Valley Re 2,1066,Broomfield Heights Middle School,M,METRO REGION,Not Rural,,58.4,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,1070,Broomfield High School,H,METRO REGION,Not Rural,,76.3,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,1352,Casey Middle School,M,METRO REGION,Not Rural,,48.1,Improvement Plan: Low Participation,,
480,Boulder Valley Re 2,1380,Centaurus High School,H,METRO REGION,Not Rural,,70.6,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,1390,Centennial Middle School,M,METRO REGION,Not Rural,,57,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,1725,Coal Creek Elementary School,E,METRO REGION,Not Rural,,64.5,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,1842,Columbine Elementary School,E,METRO REGION,Not Rural,,48.9,Improvement Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,1883,Community Montessori School,E,METRO REGION,Not Rural,,62.5,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,5606,Creekside Elementary School at Martin Park,E,METRO REGION,Not Rural,,94,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,1996,Crest View Elementary School,E,METRO REGION,Not Rural,,72.9,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,2240,Douglass Elementary School,E,METRO REGION,Not Rural,,73,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,2552,Eisenhower Elementary School,E,METRO REGION,Not Rural,,75.3,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,2589,Eldorado K-8 School,EM,METRO REGION,Not Rural,,72.5,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,2702,Emerald Elementary School,E,METRO REGION,Not Rural,,61,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,2892,Fairview High School,H,METRO REGION,Not Rural,,87.5,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,2940,Fireside Elementary School,E,METRO REGION,Not Rural,,98.4,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,2970,Flatirons Elementary School,E,METRO REGION,Not Rural,,70.1,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,3022,Foothill Elementary School,E,METRO REGION,Not Rural,,72,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,3488,Gold Hill Elementary School,E,METRO REGION,Not Rural,,71,Performance Plan,,"2014 Approved request to reconsider; 2016, 2017, 2018, 2019 Insufficient state evidence, deferred to district rating"
480,Boulder Valley Re 2,3882,Heatherwood Elementary School,E,METRO REGION,Not Rural,,77,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,3940,High Peaks Elementary School,E,METRO REGION,Not Rural,,100,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,6642,Horizons K-8 School,EM,METRO REGION,Not Rural,,90.4,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,4386,Jamestown Elementary School,E,METRO REGION,Not Rural,,100,Performance Plan: Low Participation,,"2016, 2017 Insufficient state evidence, deferred to district rating"
480,Boulder Valley Re 2,4496,Justice High Charter School,MH,METRO REGION,Not Rural,,64.43,AEC: Performance Plan,,"2011, 2012, 2013, 2014 Deferred to district AEC rating"
480,Boulder Valley Re 2,4792,Kohl Elementary School,E,METRO REGION,Not Rural,,45.3,Improvement Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,4874,Lafayette Elementary School,E,METRO REGION,Not Rural,,63.8,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,5302,Louisville Elementary School,E,METRO REGION,Not Rural,,67.4,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,5306,Louisville Middle School,M,METRO REGION,Not Rural,,63.3,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,1136,Manhattan Middle School of the Arts and Academics,M,METRO REGION,Not Rural,,59.1,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,2639,Meadowlark School,EM,METRO REGION,Not Rural,,63.2,Performance Plan: Low Participation,,"2017 New school, deferred to district rating"
480,Boulder Valley Re 2,5838,Mesa Elementary School,E,METRO REGION,Not Rural,,84.3,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,5999,Monarch High School,H,METRO REGION,Not Rural,,87.1,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,6000,Monarch K-8 School,EM,METRO REGION,Not Rural,,68.5,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,6208,Nederland Elementary School,E,METRO REGION,Not Rural,,57.2,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,6212,Nederland Middle-Senior High School,MH,METRO REGION,Not Rural,,67.4,Improvement Plan: Decreased due to Participation,,
480,Boulder Valley Re 2,6224,Nevin Platt Middle School,M,METRO REGION,Not Rural,,63.1,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,6195,New Vista High School,H,METRO REGION,Not Rural,,73.3,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,6816,Peak to Peak Charter School,EMH,METRO REGION,Not Rural,,88.1,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,6962,Pioneer Bilingual Elementary School,E,METRO REGION,Not Rural,,50.8,Improvement Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,7528,Ryan Elementary School,E,METRO REGION,Not Rural,,54.1,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,8135,Southern Hills Middle School,M,METRO REGION,Not Rural,,81.5,Performance Plan: Low Participation,,
480,Boulder Valley Re 2,8387,Summit Middle Charter School,M,METRO REGION,Not Rural,,85,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,8418,Superior Elementary School,E,METRO REGION,Not Rural,,84.4,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,8978,University Hill Elementary School,E,METRO REGION,Not Rural,,66.2,Performance Plan: Meets 95% Participation,,
480,Boulder Valley Re 2,9544,Whittier Elementary School,E,METRO REGION,Not Rural,,67.4,Performance Plan: Meets 95% Participation,,
1750,Branson Reorganized 82,978,Branson School,EMH,SOUTHEAST REGION,Small Rural,,68.4,Performance Plan: Meets 95% Participation,,
1750,Branson Reorganized 82,948,Branson School Online,EMH,SOUTHEAST REGION,Small Rural,,57.4,Performance Plan: Low Participation,,"2016, 2019 Approved request to reconsider"
3146,Briggsdale RE-10,1008,Briggsdale Elementary School,E,NORTH CENTRAL REGION,Small Rural,,37.5,Insufficient State Data: Low Participation,,"2017, 2018, 2019 Approved request to reconsider"
3146,Briggsdale RE-10,1012,Briggsdale Undivided High School,MH,NORTH CENTRAL REGION,Small Rural,,67.9,Performance Plan: Low Participation,,
2395,Brush RE-2(J),1438,Beaver Valley Elementary School,E,NORTH CENTRAL REGION,Rural,,40.2,Priority Improvement Plan: Meets 95% Participation,Year 1 of Priority Improvement or Turnaround,
2395,Brush RE-2(J),1096,Brush High School,H,NORTH CENTRAL REGION,Rural,,50.3,Improvement Plan: Meets 95% Participation,,
2395,Brush RE-2(J),1094,Brush Middle School,M,NORTH CENTRAL REGION,Rural,,54.1,Performance Plan: Meets 95% Participation,,"2014, 2016 Approved request to reconsider"
2395,Brush RE-2(J),8832,Thomson Primary School,E,NORTH CENTRAL REGION,Rural,,,Insufficient State Data,,"2010, 2012, 2013, 2014, 2016, 2017, 2018, 2019 Insufficient state evidence, deferred to district rating"
490,Buena Vista R-31,4306,Avery/Parsons Elementary School,E,NORTHWEST REGION,Small Rural,,66.9,Performance Plan: Meets 95% Participation,,
490,Buena Vista R-31,1130,Buena Vista High School,H,NORTHWEST REGION,Small Rural,,75.1,Performance Plan: Low Participation,,2019 Approved request to reconsider
490,Buena Vista R-31,1508,Chaffee County High School,MH,NORTHWEST REGION,Small Rural,,69.43,AEC: Performance Plan,,
490,Buena Vista R-31,1132,Harry L McGinnis Middle School,M,NORTHWEST REGION,Small Rural,,62.7,Performance Plan: Meets 95% Participation,,
1860,Buffalo RE-4J,5802,Merino Elementary School,E,NORTHEAST REGION,Small Rural,,60.6,Performance Plan: Low Participation,,2018 Approved request to reconsider
1860,Buffalo RE-4J,5806,Merino Junior Senior High School,MH,NORTHEAST REGION,Small Rural,,58.4,Performance Plan: Low Participation,,
1500,Burlington RE-6J,1144,Burlington Elementary School,E,NORTHEAST REGION,Small Rural,Year 1,63.6,Performance Plan: Low Participation,,2018 Approved request to reconsider
1500,Burlington RE-6J,1152,Burlington High School,H,NORTHEAST REGION,Small Rural,,49.7,Improvement Plan: Meets 95% Participation,,
1500,Burlington RE-6J,1150,Burlington Middle School,EM,NORTHEAST REGION,Small Rural,Year 1,44.8,Improvement Plan: Low Participation,,2018 Approved request to reconsider
190,Byers 32J,2356,Astravo Academy High School,H,NORTHEAST REGION,Rural,Year 3,42.2,Improvement Plan: Low Participation,,"2014 New school, deferred to district rating; 2017, 2019 Approved request to reconsider; 2018 Denied request to reconsider"
190,Byers 32J,2793,Astravo Academy Middle School,M,NORTHEAST REGION,Rural,,48.1,Improvement Plan: Low Participation,,2018 accountability attributions from 0190-2356 M grades only; 2018 Denied request to reconsider
190,Byers 32J,8994,Astravo Online Academy Elementary School,E,NORTHEAST REGION,Rural,,,Performance Plan,,"2018 Approved request to reconsider; 2019 Insufficient state evidence, deferred to district rating"
190,Byers 32J,3362,Astravo Online Academy High School,H,NORTHEAST REGION,Rural,,,Insufficient State Data: Low Participation,,"2012 New school; 2013 Insufficient state evidence, deferred to district rating; 2016, 2018 Approved request to reconsider"
190,Byers 32J,9033,Astravo Online Academy Middle School,M,NORTHEAST REGION,Rural,,,Insufficient State Data: Low Participation,,2018 Approved request to reconsider
190,Byers 32J,1168,Byers Elementary School,E,NORTHEAST REGION,Rural,,62.6,Performance Plan: Meets 95% Participation,,
190,Byers 32J,1176,Byers Junior-Senior High School,MH,NORTHEAST REGION,Rural,,72.1,Performance Plan: Meets 95% Participation,,2016 Approved request to reconsider
190,Byers 32J,6241,Colorado Virtual Academy,E,NORTHEAST REGION,Rural,,52.5,Improvement Plan: Low Participation,,"2014 New school  approved request to reconsider; 2017, 2018 Approved request to reconsider"
190,Byers 32J,1752,Colorado Virtual Academy High School,H,NORTHEAST REGION,Rural,,58.2,Performance Plan: Low Participation,,"2010, 2017, 2018, 2019 Approved request to reconsider; 2014 Overwritten with rating from COVA Hlevel; 2016 Denied request to reconsider"
190,Byers 32J,6263,Colorado Virtual Academy Middle School,M,NORTHEAST REGION,Rural,,56.8,Performance Plan: Low Participation,,2014 New school code overwritten with rating from COVA Mlevel (1752); 2017 Approved request to reconsider
190,Byers 32J,2801,Elevate Academy Elementary School,E,NORTHEAST REGION,Rural,Year 3,41.3,Priority Improvement Plan: Low Participation,Year 4 of Priority Improvement or Turnaround,"2018 accountability attributions from 0190-2356 E grades only; 2018, 2019 Denied request to reconsider"
970,Calhan RJ-1,1210,Calhan Elementary School,E,PIKES PEAK REGION,Small Rural,,56.7,Performance Plan: Meets 95% Participation,,
970,Calhan RJ-1,1215,Calhan Middle School,M,PIKES PEAK REGION,Small Rural,Year 1,51.1,Improvement Plan: Meets 95% Participation,,
970,Calhan RJ-1,1218,Calhan Secondary School,H,PIKES PEAK REGION,Small Rural,,59.4,Performance Plan: Meets 95% Participation,,2016 Approved request to reconsider
270,Campo RE-6,1248,Campo Elementary School,E,SOUTHEAST REGION,Small Rural,,62.5,Performance Plan: Meets 95% Participation,,"2016 Insufficient state evidence, deferred to district rating"
270,Campo RE-6,1252,Campo Undivided High School,MH,SOUTHEAST REGION,Small Rural,,66.7,Performance Plan: Meets 95% Participation,,"2016 Insufficient state evidence, deferred to district rating"
1140,Canon City RE-1,1266,Canon City High School,H,PIKES PEAK REGION,Rural,,50.4,Improvement Plan: Meets 95% Participation,,2017 Approved request to reconsider
1140,Canon City RE-1,1262,Canon City Middle School,M,PIKES PEAK REGION,Rural,,58,Performance Plan: Meets 95% Participation,,
1140,Canon City RE-1,7950,Canon Exploratory School,EM,PIKES PEAK REGION,Rural,,71.1,Performance Plan: Meets 95% Participation,,
1140,Canon City RE-1,3802,Harrison School,EM,PIKES PEAK REGION,Rural,,55.9,Performance Plan: Meets 95% Participation,,
1140,Canon City RE-1,5166,Lincoln School of Science and Technology,E,PIKES PEAK REGION,Rural,,66.1,Performance Plan: Meets 95% Participation,,
1140,Canon City RE-1,5704,McKinley Elementary School,E,PIKES PEAK REGION,Rural,Year 2,31.4,Turnaround Plan: Meets 95% Participation,Year 3 of Priority Improvement or Turnaround,
1140,Canon City RE-1,6752,Mount View Core Knowledge Charter School,EM,PIKES PEAK REGION,Rural,,67.3,Performance Plan: Meets 95% Participation,,
1140,Canon City RE-1,9248,Washington Elementary School,E,PIKES PEAK REGION,Rural,,63.7,Performance Plan: Meets 95% Participation,,
9035,Centennial BOCES,1607,Centennial BOCES High School,H,NORTH CENTRAL REGION,Not Rural,,57.5,AEC: Improvement Plan,,"2011 New school, deferred to district rating"
9035,Centennial BOCES,3997,Innovative Connections High School,H,NORTH CENTRAL REGION,Not Rural,,53.37,AEC: Improvement Plan,,"2012 New school, 2013, 2014 Insufficient state evidence, deferred to district rating"
640,Centennial R-1,1398,Centennial School,EMH,SOUTHWEST REGION,Small Rural,,45.3,Improvement Plan: Meets 95% Participation,,2014 Approved request to reconsider
