CAD Incident Number,Response Date,CAD Problem,Latitude,Longitude,Report Date,RMS Call Nature
BCSO201029-039006,10/29/2020,FRAUDS-Fraud,40.008628,-105.209505,10/29/2020,IDEN THEFT
BCSO201030-039088,10/30/2020,FRAUDS-Fraud,40.205800,-105.274869,10/30/2020,IDEN THEFT
BCSO201030-039133,10/30/2020,FRAUDS-Fraud,40.055010,-105.069524,10/30/2020,IDEN THEFT
BCSO201030-039152,10/30/2020,FRAUDS-Fraud,40.096676,-105.174046,10/30/2020,IDEN THEFT
BCSO201030-039164,10/30/2020,FOLLOS-Follow-Up,40.105714,-105.147185,10/28/2020,IDEN THEFT
BCSO201106-040001,11/6/2020,FRAUDS-Fraud,40.063946,-105.310581,11/6/2020,IDEN THEFT
LYPD201109-040376,11/9/2020,FRAUDS-Fraud,40.222890,-105.271647,11/9/2020,IDEN THEFT
BCSO201112-040763,11/12/2020,CRTRES-Criminal Trespass,39.919920,-105.236625,11/12/2020,IDEN THEFT
BCSO201113-040880,11/13/2020,FRAUDS-Fraud,40.073577,-105.184730,11/13/2020,IDEN THEFT
BCSO201118-041369,11/18/2020,FRAUDS-Fraud,40.094990,-105.164286,11/18/2020,IDEN THEFT
BCSO201118-041381,11/18/2020,FRAUDS-Fraud,40.209122,-105.144000,11/18/2020,IDEN THEFT
BCSO201120-041637,11/20/2020,FRAUDS-Fraud,39.985960,-105.454285,11/20/2020,IDEN THEFT
BCSO201120-041657,11/20/2020,FRAUDS-Fraud,40.105486,-105.206900,11/20/2020,IDEN THEFT
BCSO201121-041754,11/21/2020,FRAUDS-Fraud,39.947713,-105.433155,11/21/2020,IDEN THEFT
BCSO201123-042027,11/23/2020,FRAUDS-Fraud,40.227691,-105.083612,11/23/2020,IDEN THEFT
BCSO201124-042143,11/24/2020,FRAUDS-Fraud,40.060847,-105.207393,11/24/2020,IDEN THEFT
SUPD201127-042444,11/27/2020,FRAUDS-Fraud,39.928928,-105.142588,11/27/2020,IDEN THEFT
BCSO201128-042494,11/28/2020,FRAUDS-Fraud,40.064881,-105.172751,11/28/2020,IDEN THEFT
BCSO201129-042578,11/29/2020,AUTHES-Auto Theft,40.065433,-105.182209,11/29/2020,IDEN THEFT
BCSO201130-042741,11/30/2020,FRAUDS-Fraud,40.060345,-105.195057,11/30/2020,IDEN THEFT
SUPD201130-042749,11/30/2020,FRAUDS-Fraud,39.942949,-105.157332,11/25/2020,IDEN THEFT
BCSO201202-042937,12/2/2020,FRAUDS-Fraud,40.055045,-105.214296,12/2/2020,IDEN THEFT
BCSO201203-043021,12/3/2020,FRAUDS-Fraud,40.072134,-105.338696,12/3/2020,IDEN THEFT
BCSO201203-043031,12/3/2020,FRAUDS-Fraud,40.136992,-105.275137,12/3/2020,IDEN THEFT
BCSO201204-043120,12/4/2020,FRAUDS-Fraud,40.051844,-105.221449,12/4/2020,IDEN THEFT
BCSO201204-043181,12/4/2020,FRAUDS-Fraud,40.138187,-105.283657,12/4/2020,IDEN THEFT
BCSO201205-043246,12/5/2020,FRAUDS-Fraud,40.094515,-105.258009,12/5/2020,IDEN THEFT
BCSO201209-043691,12/9/2020,FRAUDS-Fraud,40.109863,-105.127262,12/9/2020,IDEN THEFT
BCSO201209-043705,12/9/2020,FRAUDS-Fraud,40.195226,-105.178054,12/9/2020,IDEN THEFT
BCSO201209-043716,12/9/2020,FRAUDS-Fraud,40.005080,-105.170094,12/9/2020,IDEN THEFT
BCSO201209-043724,12/9/2020,FOLLOS-Follow-Up,40.023906,-105.224004,12/9/2020,IDEN THEFT
BCSO201209-043745,12/9/2020,FRAUDS-Fraud,40.106212,-105.198578,12/9/2020,IDEN THEFT
BCSO201210-043835,12/10/2020,FRAUDS-Fraud,40.014717,-105.115665,12/10/2020,IDEN THEFT
BCSO201210-043859,12/10/2020,FRAUDS-Fraud,40.099216,-105.157756,12/10/2020,IDEN THEFT
BCSO201211-043992,12/11/2020,FRAUDS-Fraud,40.205155,-105.139965,12/11/2020,IDEN THEFT
SUPD201211-044000,12/11/2020,FRAUDS-Fraud,39.950486,-105.158915,12/11/2020,IDEN THEFT
BCSO201212-044041,12/12/2020,FRAUDS-Fraud,40.046398,-105.294901,12/12/2020,IDEN THEFT
SUPD201212-044075,12/12/2020,CRTRES-Criminal Trespass,39.935411,-105.150162,12/12/2020,IDEN THEFT
BCSO201214-044290,12/14/2020,FRAUDS-Fraud,40.209068,-105.108207,12/14/2020,IDEN THEFT
BCSO201215-044335,12/15/2020,ASSISS-Assist,40.034394,-105.233819,12/15/2020,IDEN THEFT
BCSO201215-044397,12/15/2020,FRAUDS-Fraud,40.131202,-105.158684,12/15/2020,IDEN THEFT
BCSO201216-044456,12/16/2020,FRAUDS-Fraud,40.057865,-105.190356,12/9/2020,IDEN THEFT
BCSO201216-044457,12/16/2020,FRAUDS-Fraud,40.064870,-105.194945,12/16/2020,IDEN THEFT
BCSO201216-044463,12/16/2020,FRAUDS-Fraud,40.011050,-105.139028,12/16/2020,IDEN THEFT
BCSO201216-044502,12/16/2020,FRAUDS-Fraud,40.147705,-105.145023,12/16/2020,IDEN THEFT
BCSO201216-044523,12/16/2020,FRAUDS-Fraud,40.068223,-105.185471,12/16/2020,IDEN THEFT
BCSO201216-044529,12/16/2020,FRAUDS-Fraud,40.041056,-105.217511,12/16/2020,IDEN THEFT
BCSO201217-044576,12/17/2020,FRAUDS-Fraud,40.104540,-105.167832,12/16/2020,IDEN THEFT
BCSO201217-044587,12/17/2020,FRAUDS-Fraud,40.077374,-105.389854,12/16/2020,IDEN THEFT
BCSO201217-044605,12/17/2020,FRAUDS-Fraud,39.988738,-105.176549,12/17/2020,IDEN THEFT
BCSO201217-044609,12/17/2020,FRAUDS-Fraud,40.102198,-105.164401,12/17/2020,IDEN THEFT
BCSO201217-044614,12/17/2020,FRAUDS-Fraud,40.191617,-105.178091,12/17/2020,IDEN THEFT
BCSO201217-044615,12/17/2020,FOLLOS-Follow-Up,40.055798,-105.202896,12/17/2020,IDEN THEFT
BCSO201217-044618,12/17/2020,FRAUDS-Fraud,40.050117,-105.373041,12/17/2020,IDEN THEFT
BCSO201217-044630,12/17/2020,FRAUDS-Fraud,40.006083,-105.174088,12/17/2020,IDEN THEFT
BCSO201217-044635,12/17/2020,FRAUDS-Fraud,40.168383,-105.201987,12/17/2020,IDEN THEFT
BCSO201217-044637,12/17/2020,FRAUDS-Fraud,40.093098,-105.257456,12/17/2020,IDEN THEFT
BCSO201217-044638,12/17/2020,FRAUDS-Fraud,40.088835,-105.303989,12/17/2020,IDEN THEFT
BCSO201218-044688,12/18/2020,FRAUDS-Fraud,40.078755,-105.330050,12/18/2020,IDEN THEFT
BCSO201218-044748,12/18/2020,FRAUDS-Fraud,40.104411,-105.168113,12/18/2020,IDEN THEFT
BCSO201219-044793,12/19/2020,FRAUDS-Fraud,40.036372,-105.335032,12/19/2020,IDEN THEFT
BCSO201219-044799,12/19/2020,FRAUDS-Fraud,40.104168,-105.163880,12/19/2020,IDEN THEFT
BCSO201221-044981,12/21/2020,FRAUDS-Fraud,40.045196,-105.383073,12/21/2020,IDEN THEFT
BCSO201221-045066,12/21/2020,OAAS-Other Agency Assist,40.000180,-105.135715,12/21/2020,IDEN THEFT
BCSO201222-045096,12/22/2020,FRAUDS-Fraud,39.984581,-105.165968,12/22/2020,IDEN THEFT
BCSO201222-045098,12/22/2020,FRAUDS-Fraud,40.059158,-105.184624,12/22/2020,IDEN THEFT
BCSO201222-045114,12/22/2020,FRAUDS-Fraud,40.071634,-105.191958,12/22/2020,IDEN THEFT
SUPD201222-045124,12/22/2020,FRAUDS-Fraud,39.942697,-105.152694,12/22/2020,IDEN THEFT
BCSO201222-045129,12/22/2020,FRAUDS-Fraud,40.091819,-105.258372,12/22/2020,IDEN THEFT
BCSO201222-045164,12/22/2020,FRAUDS-Fraud,40.199287,-105.206505,12/22/2020,IDEN THEFT
BCSO201223-045215,12/23/2020,THEFTS-Theft,40.087825,-105.261405,12/22/2020,IDEN THEFT
BCSO201224-045309,12/24/2020,FRAUDS-Fraud,39.998712,-105.179405,12/21/2020,IDEN THEFT
BCSO201224-045321,12/24/2020,FRAUDS-Fraud,40.046997,-105.250444,12/24/2020,IDEN THEFT
BCSO201224-045332,12/24/2020,FRAUDS-Fraud,40.132234,-105.175562,12/24/2020,IDEN THEFT
SUPD201224-045339,12/24/2020,FRAUDS-Fraud,39.938017,-105.146352,12/24/2020,IDEN THEFT
BCSO201224-045340,12/24/2020,FRAUDS-Fraud,40.044076,-105.250634,12/24/2020,IDEN THEFT
BCSO201225-045391,12/25/2020,FRAUDS-Fraud,40.096360,-105.165703,12/24/2020,IDEN THEFT
BCSO201225-045410,12/25/2020,FRAUDS-Fraud,40.095146,-105.142718,12/25/2020,IDEN THEFT
BCSO201227-045552,12/27/2020,FRAUDS-Fraud,40.107767,-105.203035,12/27/2020,IDEN THEFT
BCSO201227-045553,12/27/2020,FOLLOS-Follow-Up,40.091165,-105.333545,12/27/2020,IDEN THEFT
BCSO201227-045590,12/27/2020,FRAUDS-Fraud,40.067304,-105.282768,12/27/2020,IDEN THEFT
SUPD201228-045653,12/28/2020,FRAUDS-Fraud,39.935151,-105.154591,12/28/2020,IDEN THEFT
SUPD201228-045662,12/28/2020,FRAUDS-Fraud,39.933406,-105.153789,12/28/2020,IDEN THEFT
BCSO201228-045676,12/28/2020,FRAUDS-Fraud,39.967675,-105.431059,12/28/2020,IDEN THEFT
BCSO201228-045704,12/28/2020,FRAUDS-Fraud,40.096566,-105.177220,12/28/2020,IDEN THEFT
SUPD201229-045745,12/29/2020,FRAUDS-Fraud,39.957628,-105.170238,12/29/2020,IDEN THEFT
BCSO201229-045749,12/29/2020,FRAUDS-Fraud,40.004950,-105.170002,12/28/2020,IDEN THEFT
BCSO201229-045758,12/29/2020,FRAUDS-Fraud,39.987917,-105.170575,12/29/2020,IDEN THEFT
SUPD201229-045770,12/29/2020,FRAUDS-Fraud,39.923660,-105.153832,12/29/2020,IDEN THEFT
SUPD201229-045779,12/29/2020,FRAUDS-Fraud,39.957628,-105.170238,12/29/2020,IDEN THEFT
BCSO201229-045781,12/29/2020,FRAUDS-Fraud,40.061230,-105.211669,12/29/2020,IDEN THEFT
BCSO201229-045787,12/29/2020,FRAUDS-Fraud,40.103687,-105.161405,12/29/2020,IDEN THEFT
BCSO201229-045792,12/29/2020,FRAUDS-Fraud,40.013131,-105.137751,12/29/2020,IDEN THEFT
SUPD201229-045810,12/29/2020,FRAUDS-Fraud,39.942724,-105.148852,12/29/2020,IDEN THEFT
BCSO201229-045822,12/29/2020,FRAUDS-Fraud,40.039883,-105.360995,12/29/2020,IDEN THEFT
SUPD201229-045833,12/29/2020,FRAUDS-Fraud,39.923219,-105.156839,12/29/2020,IDEN THEFT
LYPD201230-045887,12/30/2020,FRAUDS-Fraud,40.216223,-105.263364,12/30/2020,IDEN THEFT
BCSO201230-045890,12/30/2020,FRAUDS-Fraud,40.161644,-105.210329,12/20/2020,IDEN THEFT
BCSO201230-045905,12/30/2020,FRAUDS-Fraud,40.063583,-105.173282,12/30/2020,IDEN THEFT
SUPD201230-045912,12/30/2020,FRAUDS-Fraud,39.921223,-105.156035,12/30/2020,IDEN THEFT
SUPD201230-045931,12/30/2020,FRAUDS-Fraud,39.924149,-105.150709,12/30/2020,IDEN THEFT
BCSO201230-045941,12/30/2020,FRAUDS-Fraud,40.016101,-105.349703,12/30/2020,IDEN THEFT
BCSO201230-045949,12/30/2020,FRAUDS-Fraud,40.060858,-105.208766,12/30/2020,IDEN THEFT
BCSO201231-045982,12/31/2020,FRAUDS-Fraud,39.950281,-105.159530,12/30/2020,IDEN THEFT
SUPD201231-045999,12/31/2020,FRAUDS-Fraud,39.950404,-105.166764,12/31/2020,IDEN THEFT
BCSO201231-046004,12/31/2020,FRAUDS-Fraud,39.986697,-105.185922,12/31/2020,IDEN THEFT
BCSO201231-046015,12/31/2020,FRAUDS-Fraud,40.012171,-105.136750,12/31/2020,IDEN THEFT
SUPD201231-046031,12/31/2020,FRAUDS-Fraud,39.934649,-105.162924,12/31/2020,IDEN THEFT
SUPD201231-046038,12/31/2020,FRAUDS-Fraud,39.933102,-105.151493,12/31/2020,IDEN THEFT
LYPD201231-046045,12/31/2020,FRAUDS-Fraud,40.216676,-105.262088,12/31/2020,IDEN THEFT
BCSO201231-046057,12/31/2020,FRAUDS-Fraud,39.979407,-105.179265,12/31/2020,IDEN THEFT
BCSO200410-012704,4/10/2020,INEXPS-Indecent Exposure,40.137932,-105.187857,4/10/2020,INDE EXPOS
BCSO200523-017485,5/23/2020,INEXPS-Indecent Exposure,40.067010,-105.282536,5/23/2020,INDE EXPOS
BCSO200716-024978,7/16/2020,INEXPS-Indecent Exposure,40.094423,-105.225780,7/16/2020,INDE EXPOS
SUPD200506-015340,5/6/2020,NARCOS-Drug Violation,39.957627,-105.170155,5/6/2020,INHALANT
BCSO200122-002807,1/22/2020,ROBBES-Robbery,40.060852,-105.207978,1/22/2020,KIDNAP
BCSO201012-037028,10/12/2020,FOLLOS-Follow-Up,40.046457,-105.255503,10/12/2020,KIDNAP
BCSO200214-006341,2/14/2020,NOISES-Noise,40.052437,-105.186480,2/14/2020,LIQ LAW
BCSO200628-022439,6/28/2020,SUSPIS-Suspicious,40.102786,-105.159433,6/28/2020,LIQ LAW
BCSO200726-026488,7/26/2020,LILAWS-Liquor Law Violations,40.052437,-105.186480,7/26/2020,LIQ LAW
BCSO201005-036058,10/5/2020,NARCOS-Drug Violation,40.101695,-105.143498,10/5/2020,LIQ LAW
BCSO201122-041805,11/22/2020,LILAWS-Liquor Law Violations,40.004065,-105.292191,11/22/2020,LIQ LAW
BCSO201214-044201,12/14/2020,DISTUS-Disturbance,40.064453,-105.191736,12/14/2020,LIQ LAW
BCSO200106-000816,1/6/2020,CRMISS-Criminal Mischief,40.046380,-105.253248,1/6/2020,LITTERING
BCSO200423-013873,4/23/2020,LITTES-Littering,40.247130,-105.308909,4/23/2020,LITTERING
BCSO200525-017727,5/25/2020,LITTES-Littering,40.250322,-105.411286,5/25/2020,LITTERING
BCSO200921-034234,9/21/2020,LITTES-Littering,40.064676,-105.281935,9/21/2020,LITTERING
BCSO200926-035019,9/26/2020,HAZARS-Hazard,40.254378,-105.081036,9/26/2020,LITTERING
BCSO201122-041820,11/22/2020,LITTES-Littering,40.088009,-105.169056,11/22/2020,LITTERING
LYPD200113-001745,1/13/2020,NARCOS-Drug Violation,40.214792,-105.263763,1/13/2020,MARIJ POSS
BCSO200115-001958,1/15/2020,NARCOS-Drug Violation,40.101695,-105.143498,1/15/2020,MARIJ POSS
BCSO200122-002843,1/22/2020,NARCOS-Drug Violation,40.101695,-105.143498,1/22/2020,MARIJ POSS
BCSO200205-004969,2/5/2020,NARCOS-Drug Violation,40.014664,-105.198334,2/5/2020,MARIJ POSS
BCSO200228-007937,2/28/2020,NARCOS-Drug Violation,40.101695,-105.143498,2/28/2020,MARIJ POSS
BCSO200305-008827,3/5/2020,NARCOS-Drug Violation,40.014664,-105.198334,3/5/2020,MARIJ POSS
BCSO201227-045611,12/27/2020,TRSTOS-Traffic Stop,40.007947,-105.131070,12/27/2020,MARIJ POSS
BCSO200917-033665,9/17/2020,NARCOS-Drug Violation,40.132995,-105.149890,9/17/2020,MARIJ S/M
BCSO201112-040771,11/12/2020,NARCOS-Drug Violation,40.022149,-105.246986,11/12/2020,MARIJ S/M
BCSO200206-005137,2/6/2020,WEAPOS-Weapon,39.986697,-105.185922,2/6/2020,MENACING
BCSO200301-008238,3/1/2020,DISTUS-Disturbance,40.065658,-105.180214,3/1/2020,MENACING
BCSO200702-022878,7/2/2020,WEAPOS-Weapon,40.014637,-105.156756,7/2/2020,MENACING
BCSO200709-023909,7/9/2020,DISTUS-Disturbance,40.059783,-105.282129,7/9/2020,MENACING
BCSO201211-043958,12/11/2020,OAAS-Other Agency Assist,40.014685,-105.201074,12/11/2020,MENACING
LYPD200618-021130,6/18/2020,INACCS-Injury/Rollover Acciden,40.223146,-105.265726,6/18/2020,MUN LY TRF
LYPD201022-038312,10/22/2020,INACCS-Injury/Rollover Acciden,40.222865,-105.271647,10/22/2020,MUN LY TRF
LYPD201103-039639,11/3/2020,INACCS-Injury/Rollover Acciden,40.222711,-105.265428,11/3/2020,MUN LY TRF
LYPD201108-040319,11/8/2020,ASSISS-Assist,40.224043,-105.271608,11/8/2020,MUN LY TRF
SUPD200210-005722,2/10/2020,INACCS-Injury/Rollover Acciden,39.955233,-105.165770,2/10/2020,MUN SU TRF
SUPD200225-007594,2/25/2020,HRACCS-Hit and Run,39.957627,-105.170155,2/25/2020,MUN SU TRF
SUPD200318-010612,3/18/2020,HRACCS-Hit and Run,39.931964,-105.145266,3/18/2020,MUN SU TRF
SUPD200319-010683,3/19/2020,INACCS-Injury/Rollover Acciden,39.957502,-105.165760,3/19/2020,MUN SU TRF
SUPD200323-010990,3/23/2020,TRSTOS-Traffic Stop,39.945053,-105.163686,3/23/2020,MUN SU TRF
SUPD200413-013043,4/13/2020,HRACCS-Hit and Run,39.957627,-105.170155,4/13/2020,MUN SU TRF
SUPD200515-016364,5/15/2020,HRACCS-Hit and Run,39.934392,-105.138785,5/15/2020,MUN SU TRF
SUPD200627-022278,6/27/2020,HRACCS-Hit and Run,39.958193,-105.170160,6/27/2020,MUN SU TRF
SUPD200718-025314,7/18/2020,INACCS-Injury/Rollover Acciden,39.955233,-105.165770,7/18/2020,MUN SU TRF
SUPD200719-025494,7/19/2020,HRACCS-Hit and Run,39.948599,-105.164351,7/19/2020,MUN SU TRF
SUPD200818-029716,8/18/2020,DUIS-Driving Under Influence,39.954059,-105.169419,8/18/2020,MUN SU TRF
SUPD200827-030830,8/27/2020,HRACCS-Hit and Run,39.956409,-105.165905,8/27/2020,MUN SU TRF
SUPD200829-031109,8/29/2020,INACCS-Injury/Rollover Acciden,39.934500,-105.164256,8/29/2020,MUN SU TRF
SUPD200909-032675,9/9/2020,HRACCS-Hit and Run,39.928969,-105.150233,9/9/2020,MUN SU TRF
SUPD201002-035679,10/2/2020,HRACCS-Hit and Run,39.957628,-105.170238,10/2/2020,MUN SU TRF
SUPD201014-037302,10/14/2020,TRSTOS-Traffic Stop,39.939319,-105.147019,10/14/2020,MUN SU TRF
SUPD201026-038666,10/26/2020,INACCS-Injury/Rollover Acciden,39.952698,-105.165221,10/26/2020,MUN SU TRF
SUPD201028-038908,10/28/2020,HRACCS-Hit and Run,39.955263,-105.175267,10/28/2020,MUN SU TRF
SUPD201215-044352,12/15/2020,HRACCS-Hit and Run,39.933767,-105.143560,12/15/2020,MUN SU TRF
SUPD201226-045502,12/26/2020,INACCS-Injury/Rollover Acciden,39.938730,-105.150850,12/26/2020,MUN SU TRF
LYPD200121-002675,1/21/2020,HARASS-Harassment,40.214792,-105.263763,1/21/2020,MUNI LYONS
LYPD200131-004138,1/31/2020,ASSAUS-Assault,40.214792,-105.263763,1/31/2020,MUNI LYONS
LYPD200309-009412,3/9/2020,NARCOS-Drug Violation,40.214792,-105.263763,3/9/2020,MUNI LYONS
LYPD200627-022298,6/27/2020,NOISES-Noise,40.222616,-105.265102,6/27/2020,MUNI LYONS
LYPD200630-022634,6/30/2020,PARKIS-Abandoned/Parking,40.225861,-105.269871,6/30/2020,MUNI LYONS
LYPD201207-043550,12/7/2020,DISTUS-Disturbance,40.222466,-105.264913,12/7/2020,MUNI LYONS
LYPD201213-044163,12/13/2020,SUSPIS-Suspicious,40.223186,-105.265388,12/13/2020,MUNI LYONS
SUPD200104-000540,1/4/2020,HARASS-Harassment,39.928969,-105.150233,1/4/2020,MUNI SUP
SUPD200106-000737,1/6/2020,THEFTS-Theft,39.958193,-105.170160,1/6/2020,MUNI SUP
SUPD200106-000773,1/6/2020,THEFTS-Theft,39.958193,-105.170160,1/6/2020,MUNI SUP
SUPD200107-000945,1/7/2020,CRMISS-Criminal Mischief,39.928835,-105.150223,1/7/2020,MUNI SUP
SUPD200109-001206,1/9/2020,FOLLOS-Follow-Up,39.928969,-105.150233,1/8/2020,MUNI SUP
SUPD200111-001464,1/11/2020,DISTUS-Disturbance,39.957603,-105.168397,1/11/2020,MUNI SUP
SUPD200117-002313,1/17/2020,THEFTS-Theft,39.955233,-105.165770,1/17/2020,MUNI SUP
SUPD200123-003004,1/23/2020,DISTUS-Disturbance,39.944214,-105.151194,1/23/2020,MUNI SUP
SUPD200123-003044,1/23/2020,FRAUDS-Fraud,39.955959,-105.165238,1/23/2020,MUNI SUP
SUPD200126-003384,1/26/2020,THEFTS-Theft,39.933421,-105.164863,1/26/2020,MUNI SUP
SUPD200131-004191,1/31/2020,THEFTS-Theft,39.935574,-105.153552,1/31/2020,MUNI SUP
SUPD200206-005112,2/6/2020,HARASS-Harassment,39.920320,-105.159386,2/7/2020,MUNI SUP
SUPD200212-006016,2/12/2020,THEFTS-Theft,39.958193,-105.170160,2/12/2020,MUNI SUP
SUPD200214-006320,2/14/2020,LILAWS-Liquor Law Violations,39.955959,-105.165238,2/14/2020,MUNI SUP
SUPD200217-006651,2/17/2020,FRAUDS-Fraud,39.928940,-105.147532,2/17/2020,MUNI SUP
SUPD200220-007026,2/20/2020,THEFTS-Theft,39.955959,-105.165238,2/20/2020,MUNI SUP
SUPD200222-007288,2/22/2020,THEFTS-Theft,39.958193,-105.170160,2/22/2020,MUNI SUP
SUPD200223-007368,2/23/2020,THEFTS-Theft,39.955959,-105.165238,2/23/2020,MUNI SUP
SUPD200226-007705,2/26/2020,FOLLOS-Follow-Up,39.959875,-105.172024,2/26/2020,MUNI SUP
SUPD200303-008521,3/3/2020,THEFTS-Theft,39.932256,-105.141980,3/2/2020,MUNI SUP
SUPD200303-008581,3/3/2020,THEFTS-Theft,39.958193,-105.170160,3/3/2020,MUNI SUP
SUPD200304-008714,3/4/2020,THEFTS-Theft,39.958193,-105.170160,3/4/2020,MUNI SUP
SUPD200304-008723,3/4/2020,FRAUDS-Fraud,39.955959,-105.165238,3/4/2020,MUNI SUP
SUPD200312-009850,3/12/2020,LILAWS-Liquor Law Violations,39.955959,-105.165238,3/12/2020,MUNI SUP
SUPD200314-010091,3/14/2020,THEFTS-Theft,39.957646,-105.172861,3/14/2020,MUNI SUP
SUPD200318-010541,3/18/2020,CRMISS-Criminal Mischief,39.952698,-105.165221,3/18/2020,MUNI SUP
SUPD200318-010572,3/18/2020,DISTUS-Disturbance,39.950422,-105.159280,3/18/2020,MUNI SUP
SUPD200318-010601,3/18/2020,HARASS-Harassment,39.959875,-105.172024,3/18/2020,MUNI SUP
SUPD200318-010609,3/18/2020,THEFTS-Theft,39.928969,-105.150233,3/18/2020,MUNI SUP
SUPD200319-010622,3/19/2020,DISTUS-Disturbance,39.933811,-105.142038,3/19/2020,MUNI SUP
SUPD200320-010806,3/20/2020,HARASS-Harassment,39.957163,-105.177501,3/13/2020,MUNI SUP
SUPD200323-011076,3/23/2020,HARASS-Harassment,39.934365,-105.149280,3/23/2020,MUNI SUP
SUPD200323-011079,3/23/2020,CRMISS-Criminal Mischief,39.935475,-105.150180,3/23/2020,MUNI SUP
SUPD200326-011358,3/26/2020,THEFTS-Theft,39.958193,-105.170160,3/26/2020,MUNI SUP
SUPD200330-011703,3/30/2020,DISTUS-Disturbance,39.925215,-105.147544,3/30/2020,MUNI SUP
SUPD200404-012093,4/4/2020,THEFTS-Theft,39.931581,-105.145362,4/4/2020,MUNI SUP
SUPD200404-012147,4/4/2020,HARASS-Harassment,39.919518,-105.162752,4/4/2020,MUNI SUP
SUPD200407-012384,4/7/2020,FRAUDS-Fraud,39.930328,-105.145984,4/7/2020,MUNI SUP
SUPD200409-012580,4/9/2020,SUSPIS-Suspicious,39.928969,-105.150233,4/9/2020,MUNI SUP
SUPD200413-013048,4/13/2020,THEFTS-Theft,39.958193,-105.170160,4/13/2020,MUNI SUP
SUPD200417-013365,4/17/2020,CRTRES-Criminal Trespass,39.959875,-105.172024,4/17/2020,MUNI SUP
SUPD200417-013368,4/17/2020,DISTUS-Disturbance,39.959875,-105.172024,4/17/2020,MUNI SUP
SUPD200417-013400,4/17/2020,THEFTS-Theft,39.958193,-105.170160,4/17/2020,MUNI SUP
SUPD200417-013409,4/17/2020,LILAWS-Liquor Law Violations,39.932889,-105.140876,4/17/2020,MUNI SUP
SUPD200418-013470,4/18/2020,THEFTS-Theft,39.958193,-105.170160,4/18/2020,MUNI SUP
SUPD200422-013773,4/22/2020,CRMISS-Criminal Mischief,39.932826,-105.158109,4/22/2020,MUNI SUP
SUPD200429-014521,4/29/2020,CRMISS-Criminal Mischief,39.926876,-105.148006,4/29/2020,MUNI SUP
SUPD200430-014669,4/30/2020,THEFTS-Theft,39.959875,-105.172024,4/30/2020,MUNI SUP
SUPD200501-014763,5/1/2020,THEFTS-Theft,39.958193,-105.170160,5/1/2020,MUNI SUP
SUPD200501-014802,5/1/2020,HARASS-Harassment,39.935283,-105.150112,5/1/2020,MUNI SUP
SUPD200505-015244,5/5/2020,SUSPIS-Suspicious,39.920320,-105.159386,5/5/2020,MUNI SUP
SUPD200506-015323,5/6/2020,CRMISS-Criminal Mischief,39.928815,-105.148487,5/6/2020,MUNI SUP
SUPD200507-015461,5/7/2020,HARASS-Harassment,39.955924,-105.169715,5/7/2020,MUNI SUP
SUPD200508-015567,5/8/2020,THEFTS-Theft,39.959875,-105.172024,5/8/2020,MUNI SUP
SUPD200511-015857,5/11/2020,THEFTS-Theft,39.953212,-105.176375,5/11/2020,MUNI SUP
SUPD200511-015859,5/11/2020,THEFTS-Theft,39.955233,-105.165770,5/11/2020,MUNI SUP
SUPD200513-016049,5/13/2020,THEFTS-Theft,39.933870,-105.164448,5/12/2020,MUNI SUP
SUPD200514-016240,5/14/2020,CRMISS-Criminal Mischief,39.931150,-105.146084,5/14/2020,MUNI SUP
SUPD200514-016249,5/14/2020,ASSAUS-Assault,39.929525,-105.144968,5/14/2020,MUNI SUP
SUPD200518-016725,5/18/2020,TRESPS-Trespassing,39.958193,-105.170160,5/18/2020,MUNI SUP
SUPD200521-017137,5/21/2020,SUSPIS-Suspicious,39.936497,-105.146612,5/21/2020,MUNI SUP
SUPD200524-017640,5/24/2020,THEFTS-Theft,39.931578,-105.161577,5/24/2020,MUNI SUP
SUPD200524-017692,5/24/2020,THEFTS-Theft,39.953536,-105.160138,5/23/2020,MUNI SUP
SUPD200525-017773,5/25/2020,FRAUDS-Fraud,39.925330,-105.147536,5/25/2020,MUNI SUP
SUPD200527-018115,5/27/2020,LOPROS-Lost Property,39.922864,-105.148147,5/27/2020,MUNI SUP
SUPD200602-019010,6/2/2020,HARASS-Harassment,39.931964,-105.145266,6/2/2020,MUNI SUP
SUPD200602-019037,6/2/2020,NARCOS-Drug Violation,39.955959,-105.165238,6/2/2020,MUNI SUP
SUPD200603-019228,6/3/2020,HARASS-Harassment,39.926876,-105.148006,6/3/2020,MUNI SUP
SUPD200605-019546,6/5/2020,DISTUS-Disturbance,39.934028,-105.155479,6/5/2020,MUNI SUP
SUPD200609-019991,6/9/2020,INFORS-Information,39.958193,-105.170160,6/10/2020,MUNI SUP
SUPD200620-021399,6/20/2020,CRMISS-Criminal Mischief,39.954887,-105.163349,6/20/2020,MUNI SUP
SUPD200621-021432,6/21/2020,DISTUS-Disturbance,39.935721,-105.155373,6/21/2020,MUNI SUP
SUPD200701-022801,7/1/2020,THEFTS-Theft,39.955924,-105.169715,7/1/2020,MUNI SUP
SUPD200702-022883,7/2/2020,THEFTS-Theft,39.940212,-105.151622,7/2/2020,MUNI SUP
SUPD200702-022970,7/2/2020,THEFTS-Theft,39.926876,-105.148006,7/2/2020,MUNI SUP
SUPD200704-023322,7/4/2020,PECONS-Pedestrian Contact,39.948599,-105.164351,7/4/2020,MUNI SUP
